Id,Rating
1,3.3573506316394814
2,2.03522124184588
3,3.4848734948353615
4,4.122131479264119
5,2.968223355018136
6,1.221358636758037
7,3.5014888600635143
8,4.0848608223931695
9,3.5850088878886295
10,4.427583934480593
11,2.805248904102666
12,3.113210587318692
13,4.401017593929895
14,3.44667601999556
15,4.091807825219279
16,3.1895299289935695
17,2.882699893694042
18,3.559152535144534
19,4.929393956566063
20,2.067206881523513
21,3.742981882505086
22,2.099993146958236
23,2.405260339145874
24,4.251443152482754
25,3.3506432685041365
26,3.408559368008832
27,2.9767778656048
28,3.1004221847535454
29,3.781209212421496
30,2.837873422840169
31,3.5395909423891214
32,3.5421451857439292
33,3.342850830253419
34,3.92072420759101
35,4.223283917262095
36,2.69343344094706
37,2.723819878526483
38,2.381104998297411
39,3.603160643571671
40,4.7484658421312975
41,3.1769532035004615
42,1.3112595325935223
43,4.153251378518655
44,3.0593813148470677
45,3.636756984147696
46,3.7210012619913737
47,2.737914548623125
48,2.8647405183072476
49,2.312643162185016
50,3.2766230959319276
51,2.7661424244007278
52,2.725185892081829
53,4.3871170455591475
54,4.480171311154228
55,3.53866643010045
56,3.7710082326978247
57,3.4437799768057005
58,3.057607757770886
59,4.162951531562792
60,3.63627242590052
61,4.315558978527439
62,3.0561717009258618
63,1.8149487519086627
64,2.739309777684411
65,4.194215234388689
66,2.598802651929514
67,4.327034066378233
68,1.1482947453783996
69,3.671558537247081
70,3.099117534409677
71,2.464789827037913
72,3.373880825812525
73,3.537610580844589
74,2.9704808299111254
75,1.7057921494166517
76,4.77440788292609
77,3.806130748211731
78,3.2538767912028375
79,4.737962139705534
80,4.613993431249832
81,4.243472969174631
82,3.7196315297401608
83,3.429900368647085
84,3.723262513938339
85,4.125289409745035
86,4.393298913087484
87,3.574580139402287
88,3.368905662018083
89,5.0
90,3.984497634265149
91,2.7918459361199504
92,3.9034829284057215
93,4.255309240139605
94,4.190349375216602
95,3.784332632453305
96,2.7324945929978934
97,3.2520059548258624
98,3.511017795499761
99,3.9833848024096854
100,3.6144063443251104
101,4.378713114732415
102,2.878939499225532
103,4.670711375035514
104,4.248702125093782
105,4.607175119428044
106,4.116962820837476
107,4.008684271032058
108,2.7826901542060067
109,3.746680107121903
110,4.437410100328941
111,2.1287087285411066
112,4.511808571040272
113,5.0
114,3.474872676779952
115,4.427521612365979
116,3.3422434262348713
117,4.082909693094247
118,4.044994776227371
119,4.283683339816429
120,3.3900626337692956
121,3.8979969520728597
122,3.093097671401575
123,4.148564835337658
124,4.106472260298002
125,5.0
126,3.631606245783867
127,3.690523413207085
128,2.287856858172895
129,4.056642331864797
130,3.677558306856179
131,2.9190243050125
132,4.146477206866744
133,3.7359762871026834
134,2.5804255181601077
135,4.107568370854083
136,3.7722908364578434
137,3.6591460827974296
138,4.278144214225926
139,4.113151061972269
140,3.9626813463772828
141,2.948814423851147
142,3.9810735014441097
143,4.035339156526545
144,4.496130524257171
145,3.727015893352377
146,3.71642295981738
147,4.265396584203126
148,3.7610140073315756
149,4.330885392682753
150,3.6083329993325104
151,4.215066648134766
152,4.995226800912041
153,4.428961627689408
154,2.570937434855235
155,4.392224367404489
156,4.299150039237846
157,3.3462882490649077
158,3.3614877713436786
159,1.4292307048049473
160,2.153426258267584
161,4.603892012761438
162,4.412619925422058
163,3.514148861676291
164,3.3472848987335198
165,3.8533622172791935
166,2.7493930511638043
167,2.9020645089374426
168,4.092010858939582
169,4.333693034484137
170,3.186927221850728
171,2.518662085027701
172,3.4908457737884766
173,4.001889769921243
174,3.8705706553201487
175,3.432027482436907
176,2.8463516326046303
177,3.512468187560512
178,3.2302006635578047
179,2.6612231881051063
180,3.3581188466179626
181,3.336326169066936
182,4.1046700650241865
183,3.3988896305008915
184,4.113005312712377
185,4.889102852359671
186,3.2852119402485442
187,4.379828271184363
188,4.466823951020768
189,3.0346987901016598
190,4.042005374917696
191,3.8321898500092173
192,3.81654403091106
193,3.8781880224583896
194,2.848003673957002
195,2.869701067917935
196,3.607908175656224
197,4.014377542490328
198,3.002353879793194
199,2.73163453889742
200,2.100398481425551
201,2.003644110381363
202,3.3351104318648783
203,4.566411835840165
204,3.4168000670869016
205,4.477012375470658
206,3.790367713827228
207,3.2490225601740654
208,4.003897935143508
209,2.200727077242395
210,3.0766102909916158
211,4.391856829848366
212,3.483402999072451
213,4.368961673558415
214,3.9006915818779198
215,3.9616733889438662
216,3.9589942171159764
217,4.296113087863942
218,3.1651848686081547
219,4.216498911390879
220,4.872096624060342
221,3.5419179173108732
222,3.798491104970895
223,3.708459921376629
224,3.5940482310175708
225,1.9132863922240522
226,1.8279511464965117
227,4.261286013016989
228,2.8051217029314115
229,4.691495704833838
230,2.7139508710361633
231,3.2825710497151612
232,3.6832120400614854
233,3.0282471006366296
234,4.147633882799659
235,4.427627973233443
236,3.66948657737645
237,4.071101142670515
238,3.9776477519176807
239,3.073641950915131
240,3.3729322379566877
241,3.5171247860789117
242,3.8140544280337156
243,2.0997921279427567
244,4.486804600148406
245,3.6582657185834675
246,2.7569143229872686
